,runstring,seed,pairindex,j,k,Zstar,libfac,Zcom
380,0000380.bin,380,1,9,1,0.01930917,0.16441170000000002,0.03799418
381,0000381.bin,381,1,5,2,0.02432788,-0.01307152,0.08058825
382,0000382.bin,382,1,29,1,0.00296542,-0.1670596,0.01469469
383,0000383.bin,700383,0,23,2,0.01144283,-0.8800319999999999,0.01126115
384,0000384.bin,2100384,0,15,2,0.01196958,-0.3628517000000001,0.01698417
385,0000385.bin,700385,0,14,1,0.006716463000000001,-0.03748864,0.01418335
386,0000386.bin,1400386,1,15,2,0.02626772,0.0031168790000000004,0.006350983
387,0000387.bin,387,0,11,2,0.008955686,0.01906427,0.03427509
388,0000388.bin,388,1,9,2,0.05245215,0.06401714,0.01862375
389,0000389.bin,4900389,1,7,1,0.05459238,-0.00696585,0.06190716
390,0000390.bin,1400390,1,9,1,0.02365678,-0.01436215,0.02002378
391,0000391.bin,391,0,7,2,0.0150967,-0.08518796,0.1454901
392,0000392.bin,700392,1,13,2,0.03421252,-0.02031998,0.0148977
393,0000393.bin,393,1,63,2,0.00337156,0.007720689,0.001623227
394,0000394.bin,394,0,6,1,0.01591924,-0.01124076,0.03273686
395,0000395.bin,395,1,25,2,0.003216492,-2.730517,0.03478626
396,0000396.bin,396,1,5,1,0.0299325,-0.005271045,0.05583842
397,0000397.bin,397,0,2,1,0.1543733,0.17114200000000002,0.04152805
398,0000398.bin,700398,0,5,2,0.01104314,-0.09801388,0.01275922
399,0000399.bin,399,0,6,1,0.01554855,0.3323903,0.1136699
400,0000400.bin,1400400,1,4,1,0.05500908,0.0073584509999999985,0.03758748
401,0000401.bin,401,0,17,2,0.02021306,-0.02725658,0.04597585
402,0000402.bin,1400402,0,4,1,0.015600200000000003,0.1832598,0.009800744
403,0000403.bin,2100403,1,9,2,0.004846827,-0.1803616,0.02769413
404,0000404.bin,700404,0,5,1,0.01397558,0.005363056,0.01005423
405,0000405.bin,700405,1,3,1,0.03170285,-0.2470406,0.2152344
406,0000406.bin,406,1,7,2,0.00888902,-0.005204705,0.007148504
407,0000407.bin,407,1,14,1,0.01665905,-0.1177059,0.007783913000000002
408,0000408.bin,408,1,13,2,0.01046538,0.09657955,0.03210997
409,0000409.bin,409,0,9,2,0.0149113,2.298397,0.02165708
410,0000410.bin,700410,0,18,1,0.004451149000000001,0.006619766,0.0217423
411,0000411.bin,411,0,6,1,0.08969706,0.08010361,0.07673789
412,0000412.bin,1400412,0,7,2,0.03861013,0.01330359,0.01184819
413,0000413.bin,413,0,13,2,0.006631424,-0.1455136,0.05210279
414,0000414.bin,414,1,7,2,0.05232293,-0.02278349,0.1024723
415,0000415.bin,700415,0,9,2,0.01935855,-0.00684134,0.07295659
416,0000416.bin,2100416,0,9,1,0.07257284,-0.0409144,0.02004295
417,0000417.bin,700417,1,26,1,0.02009428,-0.09731609,0.002916246
418,0000418.bin,418,1,53,2,0.004372205,0.02005019,0.001241841
419,0000419.bin,419,0,6,1,0.0220078,0.003337867,0.02156024
420,0000420.bin,5600420,0,13,2,0.07640356,0.01992704,0.005255920999999999
421,0000421.bin,4200421,1,13,2,0.02712763,-0.01059879,0.0857962
422,0000422.bin,700422,0,11,2,0.01107683,-1.387787,0.01156482
423,0000423.bin,423,0,17,2,0.008997919,-0.1350152,0.03401314
424,0000424.bin,424,0,4,1,0.08129514,-0.1197111,0.0899518
425,0000425.bin,1400425,0,35,2,0.006597329,-0.03111756,0.01229934
426,0000426.bin,426,1,6,1,0.09867101,-0.007043255,0.05528335
427,0000427.bin,427,2,2,1,0.04552748,0.005642818000000001,0.1057467
428,0000428.bin,700428,0,11,2,0.00574723,-0.1530047,0.01203797
429,0000429.bin,700429,1,20,1,0.01426481,-0.3476098,0.008798848
430,0000430.bin,430,0,6,1,0.04949544,0.003748979,0.0234375
431,0000431.bin,431,0,5,2,0.09316124,0.229289,0.0567175
432,0000432.bin,432,0,11,2,0.05404579,0.01057441,0.04878221
433,0000433.bin,433,1,6,1,0.05308757,-0.01394874,0.0358306
434,0000434.bin,2800434,0,4,1,0.05053407,-0.01856377,0.13706949999999998
435,0000435.bin,700435,1,5,1,0.08325978,-0.007325816999999998,0.03153716
436,0000436.bin,436,1,15,2,0.009629915,-0.2646417,0.03833338
437,0000437.bin,1400437,0,17,2,0.01465424,-0.8016411,0.02055745
438,0000438.bin,1400438,0,12,1,0.02049211,0.02399691,0.0488332
439,0000439.bin,439,1,35,2,0.01753969,-0.1941745,0.02892934
440,0000440.bin,700440,1,13,2,0.02926742,-0.2888973,0.03527556
441,0000441.bin,441,1,10,1,0.04511843,-0.01355329,0.03374387
442,0000442.bin,442,1,11,2,0.02720297,0.008079736,0.01772356
443,0000443.bin,443,0,4,1,0.04226448,0.0205483,0.04792909
444,0000444.bin,444,1,25,2,0.02225441,-0.2391766,0.01127644
445,0000445.bin,445,0,13,2,0.01341915,-0.4901498,0.005606125
446,0000446.bin,700446,1,19,2,0.01208334,0.2237263,0.007004256
447,0000447.bin,700447,0,2,1,0.06241059,-0.7070581,0.04824242
448,0000448.bin,448,0,9,2,0.05778658,-0.1337385,0.09603415
449,0000449.bin,700449,1,3,1,0.2178714,-0.2174226,0.05295561
450,0000450.bin,700450,1,5,2,0.14519939999999998,0.2254717,0.01248079
451,0000451.bin,700451,1,7,1,0.02137377,0.007629824,0.0313969
452,0000452.bin,2100452,0,13,2,0.01251394,-0.7978368,0.01215189
453,0000453.bin,1400453,1,28,1,0.003521533,-0.05247692,0.006754076
454,0000454.bin,454,0,23,2,0.01257962,-0.01405691,0.02998739
455,0000455.bin,455,1,7,1,0.02876878,2.3558630000000003,0.02458502
456,0000456.bin,1400456,1,9,2,0.04700964,0.5059931,0.03308873
457,0000457.bin,457,1,13,1,0.04704621,0.03167539,0.01068243
458,0000458.bin,1400458,0,7,2,0.02699469,-0.4439298,0.03493307
459,0000459.bin,459,1,9,1,0.02860382,0.03052125,0.06466281
460,0000460.bin,2100460,1,15,2,0.008761196,0.004584798,0.02854969
461,0000461.bin,700461,0,3,1,0.02519348,-0.01105312,0.03880158
462,0000462.bin,462,1,4,1,0.01579393,-0.1800987,0.02444682
463,0000463.bin,463,1,5,1,0.09221796,-0.004860144,0.08324995
464,0000464.bin,464,0,11,2,0.0578497,-0.1353609,0.07810212
465,0000465.bin,465,0,5,1,0.01977476,0.13677650000000002,0.03005121
466,0000466.bin,466,0,4,1,0.1441855,-0.01427706,0.1040603
467,0000467.bin,467,1,15,2,0.01374048,-0.02445369,0.007561794
468,0000468.bin,468,1,30,1,0.00294825,-0.127113,0.01001918
469,0000469.bin,4200469,1,2,1,0.2511173,-1.016765,0.1215937
470,0000470.bin,470,0,5,2,0.07935116,-0.07338722,0.04931618
471,0000471.bin,1400471,2,3,2,0.2221609,0.006865557,0.01456446
472,0000472.bin,700472,1,14,1,0.01080528,0.1532214,0.04802304
473,0000473.bin,473,1,15,2,0.02856918,0.02334689,0.0433411
474,0000474.bin,1400474,0,9,2,0.02584494,-0.416085,0.009712807
475,0000475.bin,1400475,1,19,2,0.02578584,-0.1437991,0.0009775207
476,0000476.bin,700476,0,21,1,0.005717328000000001,-0.009372453,0.006767881999999999
477,0000477.bin,477,0,45,2,0.004241455,2.188,0.001157142
478,0000478.bin,478,0,61,2,0.001859621,-0.1487658,0.01441561
479,0000479.bin,700479,1,9,1,0.02214988,-0.1133728,0.01100227
480,0000480.bin,2100480,1,11,1,0.03587428,-0.004343119,0.01151045
481,0000481.bin,481,1,13,2,0.0168102,0.01139213,0.01108947
482,0000482.bin,482,1,7,2,0.05262653,-0.1275354,0.00746027
483,0000483.bin,483,1,41,2,0.002328929,0.01394842,0.0009002414
484,0000484.bin,484,1,10,1,0.01718375,-0.006496256999999999,0.03380386
485,0000485.bin,485,0,8,1,0.02554319,-0.07755047,0.03930593
486,0000486.bin,700486,2,3,2,0.1486833,0.03407276,0.1375908
487,0000487.bin,487,1,13,2,0.05065638,-0.1335832,0.01451364
488,0000488.bin,488,1,15,1,0.007293046999999999,0.08844151,0.01290521
489,0000489.bin,1400489,1,11,2,0.01029908,-0.004437246,0.07999905
490,0000490.bin,1400490,0,9,2,0.009387234,-1.110733,0.1379132
491,0000491.bin,700491,1,9,2,0.006710536,-0.04488115,0.01776469
492,0000492.bin,492,1,7,1,0.02023352,-0.01321306,0.02408159
493,0000493.bin,1400493,0,9,2,0.02150711,-0.02909883,0.09977436
494,0000494.bin,494,0,5,1,0.03307673,-0.02036964,0.04327924
495,0000495.bin,495,0,6,1,0.02817479,-0.2491348,0.03726708
496,0000496.bin,700496,1,19,2,0.02665571,-0.312956,0.004344559
497,0000497.bin,700497,0,4,1,0.06871685,0.01203027,0.02266781
498,0000498.bin,700498,1,49,2,0.009614563,0.02404455,0.01365168
499,0000499.bin,499,0,10,1,0.0191522,-0.006852248000000001,0.01338326
500,0000500.bin,700500,0,8,1,0.06503959,-0.03974661,0.01761818
501,0000501.bin,501,1,8,1,0.03331677,-0.003265137,0.02139889
502,0000502.bin,502,0,9,2,0.1337817,0.05719505,0.09461977
503,0000503.bin,503,0,13,1,0.006350084000000001,0.26218600000000003,0.03100614
504,0000504.bin,1400504,0,12,1,0.03943686,0.02586493,0.01069785
505,0000505.bin,1400505,0,7,1,0.01474651,-0.3618725,0.02817588
506,0000506.bin,700506,0,3,1,0.08568132,-0.10837639999999997,0.182249
507,0000507.bin,700507,1,4,1,0.08557246,0.5447941,0.04166745
508,0000508.bin,508,1,51,2,0.001155278,-0.2436401,0.007868987
509,0000509.bin,509,0,5,2,0.06713517,-0.1436613,0.03413274
510,0000510.bin,700510,1,11,1,0.02803498,-0.01847985,0.007037702
511,0000511.bin,5600511,0,7,2,0.08399707,-0.01995819,0.02508784
512,0000512.bin,512,1,4,1,0.1496245,0.04940302,0.03335666
513,0000513.bin,3500513,0,11,2,0.1005244,-0.03332726,0.008685338
514,0000514.bin,4200514,0,9,2,0.03740535,0.15949620000000006,0.0109044
515,0000515.bin,515,1,2,1,0.2408596,-0.003220885,0.1234961
516,0000516.bin,2100516,1,47,2,0.00426591,0.7302281999999999,0.002164423
517,0000517.bin,700517,0,9,1,0.01881435,0.02051792,0.03253601
518,0000518.bin,518,0,81,2,0.001562549,-0.007435250999999999,0.01003264
519,0000519.bin,519,0,9,2,0.14130320000000002,0.143817,0.05210357
520,0000520.bin,2100520,0,11,2,0.02296722,-0.05675037,0.03364972
521,0000521.bin,1400521,1,9,1,0.02528202,0.02391238,0.01622008
522,0000522.bin,522,0,6,1,0.07297857,0.007551901,0.04692277
523,0000523.bin,700523,1,11,2,0.08740755,-0.07799501,0.04752616
524,0000524.bin,524,0,4,1,0.15977539999999998,0.02505483,0.1137852
525,0000525.bin,525,1,3,1,0.1021382,-0.008115594,0.1985346
526,0000526.bin,526,0,16,1,0.01206938,0.1027736,0.02921706
527,0000527.bin,527,1,9,2,0.01393759,0.015926,0.004784765
528,0000528.bin,1400528,0,21,2,0.001773086,0.01911473,0.008978956
529,0000529.bin,529,0,3,1,0.02356539,0.027648500000000003,0.09358749
530,0000530.bin,530,0,11,2,0.06310963,-0.08820479,0.01686029
531,0000531.bin,531,1,11,2,0.006577143000000001,-0.2210281,0.03066386
532,0000532.bin,532,0,6,1,0.03285689,-0.1885759,0.05003059
533,0000533.bin,1400533,1,21,2,0.001865011,0.07754026,0.002123281
534,0000534.bin,534,1,13,1,0.008759484,-2.427353,0.0202867
535,0000535.bin,700535,1,2,1,0.07671128,-0.07642705,0.1514244
536,0000536.bin,536,2,2,1,0.1133087,-0.04035739,0.1777744
537,0000537.bin,537,0,33,2,0.0026248990000000004,-0.1189625,0.01034585
538,0000538.bin,538,1,19,2,0.003609275,0.1238507,0.04443381
539,0000539.bin,1400539,1,9,2,0.01189112,-2.9401200000000003,0.0206234
540,0000540.bin,2800540,1,13,2,0.006766819,-0.15828270000000005,0.01756646
541,0000541.bin,541,0,17,2,0.01365658,0.02680868,0.04241603
542,0000542.bin,542,0,37,2,0.008447703,-0.007500848,0.001718251
543,0000543.bin,543,0,5,1,0.1151396,0.005368473,0.04499001
544,0000544.bin,700544,1,10,1,0.02097104,0.1061248,0.01215049
545,0000545.bin,700545,1,35,2,0.0105305,-0.6737751000000001,0.005800247
546,0000546.bin,546,1,7,1,0.03314662,-0.485587,0.02200851
547,0000547.bin,547,0,10,1,0.01524351,0.03671482,0.02456619
548,0000548.bin,700548,1,15,2,0.02008358,0.1044998,0.008790319
549,0000549.bin,700549,2,3,2,0.01692622,0.516735,0.04591651
550,0000550.bin,550,1,23,2,0.03238307,0.05812299,0.05334088
551,0000551.bin,551,0,17,1,0.01036391,0.5675819999999999,0.006274177
552,0000552.bin,700552,0,11,1,0.01033247,0.01512757,0.006599329
553,0000553.bin,553,0,19,2,0.008275491,-0.6319531,0.003948593
554,0000554.bin,1400554,0,9,2,0.04521215,-0.01139285,0.01086609
555,0000555.bin,555,1,4,1,0.01555454,-0.051570800000000014,0.05566148
556,0000556.bin,700556,0,13,2,0.05415158,-0.09805421,0.02619263
557,0000557.bin,3500557,1,2,1,0.06533923,-0.2498152,0.03652841
558,0000558.bin,2800558,0,4,1,0.01067665,0.8019076,0.02759819
559,0000559.bin,2100559,0,29,2,0.00247454,-0.1435539,0.0009241956
560,0000560.bin,560,1,9,1,0.05074259,0.01580073,0.01333319
561,0000561.bin,1400561,1,5,2,0.006136995,-0.15755360000000002,0.0184821
562,0000562.bin,2100562,0,10,1,0.02123358,0.006533463000000001,0.01193563
563,0000563.bin,2100563,1,6,1,0.03356646,2.133734,0.01881203
564,0000564.bin,4200564,1,7,1,0.06123081,0.004755995,0.009197419
565,0000565.bin,700565,0,18,1,0.003045761,0.431631,0.005410993
566,0000566.bin,2100566,1,6,1,0.09598146,-0.2048411,0.01912878
567,0000567.bin,2100567,0,6,1,0.04401242,0.02286333,0.008894459
568,0000568.bin,700568,0,5,1,0.02101568,0.6236755999999999,0.08463495
569,0000569.bin,1400569,0,13,2,0.01075503,-0.004141738,0.05095653
570,0000570.bin,570,0,22,1,0.005073487,0.181026,0.005618931999999999
571,0000571.bin,700571,0,13,2,0.06398036,-0.1110109,0.02035623
572,0000572.bin,572,1,4,1,0.07444085,2.251861,0.03160365
573,0000573.bin,573,0,23,2,0.00964379,1.6420689999999998,0.0169048
574,0000574.bin,574,0,7,2,0.076948,-1.299456,0.0188285
575,0000575.bin,575,0,12,1,0.01401851,1.178808,0.01066906
576,0000576.bin,576,0,11,2,0.032665,-0.005482725999999999,0.049735400000000006
577,0000577.bin,700577,0,5,2,0.2309015,0.01204519,0.0134403
578,0000578.bin,700578,1,9,1,0.01177846,0.004442641,0.01631473
579,0000579.bin,1400579,0,43,2,0.001839366,0.04232542,0.008236046
580,0000580.bin,580,0,7,2,0.03562854,0.02128476,0.1856477
581,0000581.bin,581,0,7,1,0.01885987,-0.05219356,0.04616591
582,0000582.bin,582,1,31,2,0.006742464,-0.8287800999999999,0.001209453
583,0000583.bin,583,1,7,1,0.01892407,-0.2611363,0.09178949
584,0000584.bin,584,0,15,2,0.001414325,-0.9407788,0.04812516
585,0000585.bin,2100585,1,4,1,0.04680751,0.8953421,0.12524000000000002
586,0000586.bin,586,0,7,2,0.06377132,0.08235039999999999,0.02160568
587,0000587.bin,1400587,0,5,2,0.03494435,-0.0110699,0.15396279999999998
588,0000588.bin,2800588,1,5,1,0.04315171,0.04248245,0.02213338
589,0000589.bin,589,1,13,1,0.04656946,-0.01468416,0.02731691
590,0000590.bin,590,0,15,1,0.02710426,0.03291745,0.01761907
591,0000591.bin,2100591,1,9,1,0.0314332,-1.7881220000000002,0.007333248
592,0000592.bin,592,1,3,1,0.1931382,-0.01266542,0.1397669
593,0000593.bin,700593,0,15,2,0.002442287,-2.362439,0.002538784
594,0000594.bin,594,1,3,1,0.01789007,-1.624609,0.09479283
595,0000595.bin,1400595,1,7,1,0.02838773,1.361485,0.09326803
596,0000596.bin,700596,1,9,2,0.01960001,2.753896,0.008603379
597,0000597.bin,597,0,2,1,0.12202839999999998,-0.01880114,0.08846386
598,0000598.bin,700598,2,3,2,0.06207906,0.007671241999999998,0.01865632
599,0000599.bin,700599,1,5,1,0.02588416,0.003964786,0.03584606
600,0000600.bin,2100600,2,4,1,0.02182206,-0.06770089,0.02339637
601,0000601.bin,700601,0,7,2,0.02419996,0.1985883,0.01109454
602,0000602.bin,1400602,0,6,1,0.05350005,-0.004805209,0.06880684
603,0000603.bin,603,0,17,2,0.005343061,-0.1293474,0.02504289
604,0000604.bin,700604,1,6,1,0.06961492,0.006568182,0.07989311
605,0000605.bin,700605,0,19,2,0.01337808,0.007449451,0.001635122
606,0000606.bin,606,1,5,1,0.04091166,0.06849033,0.06398553
607,0000607.bin,700607,1,10,1,0.03435337,-0.04216801,0.02270953
608,0000608.bin,2100608,1,9,2,0.07952087,0.1723951,0.03316201
609,0000609.bin,2800609,1,19,2,0.005027543,-0.3712412000000001,0.0511016
610,0000610.bin,700610,1,17,2,0.001440045,0.6082843000000001,0.001553524
611,0000611.bin,2100611,0,4,1,0.02241011,0.1553224,0.1158348
612,0000612.bin,612,0,5,1,0.1036722,-0.03558277,0.1200335
613,0000613.bin,700613,0,10,1,0.03863034,-0.01724607,0.01604365
614,0000614.bin,614,0,25,2,0.003687172,0.006091366,0.0046756670000000005
615,0000615.bin,615,1,5,1,0.08426879,-0.6305036,0.01221095
616,0000616.bin,700616,1,17,1,0.004202491,-0.0286608,0.01138104
617,0000617.bin,617,1,5,2,0.07447871,-0.003376342,0.06107815
618,0000618.bin,700618,1,11,2,0.003391474,0.003070897,0.02064861
619,0000619.bin,2100619,1,11,1,0.02458768,-0.9761004,0.03219027
620,0000620.bin,620,1,13,1,0.009856191,-0.4554041,0.0121614
621,0000621.bin,621,1,6,1,0.01888925,0.003666182,0.08563913
622,0000622.bin,700622,1,3,1,0.1819458,0.06981849999999999,0.03652174
623,0000623.bin,2800623,0,13,2,0.01106194,0.146424,0.08091385
624,0000624.bin,1400624,0,5,1,0.03016336,-0.09810981,0.01016986
625,0000625.bin,625,1,9,2,0.02710962,0.08662289999999999,0.0675911
626,0000626.bin,700626,0,8,1,0.03478297,0.3735366,0.0338349
627,0000627.bin,627,2,5,2,0.008038827,0.05509249,0.006662876
628,0000628.bin,700628,0,6,1,0.02878766,0.5535532,0.01227498
629,0000629.bin,629,1,2,1,0.1346881,-0.003148379,0.1058116
630,0000630.bin,630,0,9,2,0.01910668,-0.4357210999999999,0.05386724
631,0000631.bin,631,1,7,2,0.157276,-0.1935286,0.1263748
632,0000632.bin,2800632,1,34,1,0.002178783,-0.1166875,0.004133100000000001
633,0000633.bin,633,1,4,1,0.0312231,0.003190303,0.1197184
634,0000634.bin,2100634,2,5,1,0.02885135,-0.496613,0.02634085
635,0000635.bin,635,1,13,2,0.01964801,0.004730074,0.03121194
636,0000636.bin,2100636,1,4,1,0.03385871,0.4389809,0.041807300000000006
637,0000637.bin,637,0,37,2,0.004106327,0.004730396,0.001081613
638,0000638.bin,638,1,9,1,0.07121102,0.4309644,0.02073241
639,0000639.bin,639,2,5,2,0.03244135,0.03304438,0.007841796
640,0000640.bin,4200640,2,3,1,0.04005713,-0.3063011,0.02684
641,0000641.bin,700641,0,11,2,0.0175427,-2.170696,0.06908228
642,0000642.bin,3500642,0,14,1,0.007363941999999998,-0.6642581999999999,0.01718836
643,0000643.bin,643,2,9,2,0.004904299,-0.03438697,0.02676366
644,0000644.bin,644,1,35,2,0.01020057,1.490588,0.002980391
645,0000645.bin,1400645,1,15,2,0.01532354,-0.1670757,0.01484779
646,0000646.bin,700646,0,7,2,0.08190894,0.01355031,0.03077092
647,0000647.bin,2800647,0,5,2,0.16401559999999998,0.08563733,0.17513979999999998
648,0000648.bin,2100648,0,3,1,0.038612400000000005,-0.201001,0.02816403
649,0000649.bin,649,0,7,2,0.05069738,2.727027,0.01223562
650,0000650.bin,700650,1,7,2,0.009686946,0.07384173,0.005922569
651,0000651.bin,1400651,1,4,1,0.01750169,-0.8604459999999999,0.1551926
652,0000652.bin,652,2,9,2,0.006760073,-0.9090682,0.01572317
653,0000653.bin,2100653,1,27,1,0.005803020999999999,0.02438641,0.02090729
654,0000654.bin,3500654,1,9,2,0.03528809,-0.02412368,0.01497718
655,0000655.bin,655,0,2,1,0.2787861,-0.06673529,0.1563506
656,0000656.bin,700656,0,13,1,0.02475383,-1.818005,0.01036078
657,0000657.bin,657,1,17,2,0.003032941,-0.08418576,0.01455994
658,0000658.bin,658,1,3,1,0.03595253,0.003735124,0.01031316
659,0000659.bin,2100659,1,13,2,0.02202815,0.01353806,0.002311183
660,0000660.bin,2100660,2,3,2,0.01585948,-0.5315518,0.01291633
661,0000661.bin,700661,1,10,1,0.01842852,-0.003249483,0.02247376
662,0000662.bin,1400662,1,7,1,0.020115900000000003,0.01550323,0.07195075
663,0000663.bin,663,1,8,1,0.01197735,-0.2765555,0.03519375
664,0000664.bin,2100664,0,2,1,0.15856420000000002,-1.124149,0.1064879
665,0000665.bin,700665,2,4,1,0.04434128,1.7311900000000002,0.0181241
666,0000666.bin,700666,0,7,1,0.04604633,0.2743031,0.03321743
667,0000667.bin,700667,0,6,1,0.006976544,0.1530223,0.01791165
668,0000668.bin,668,0,33,2,0.0063104730000000005,-0.220409,0.02328458
669,0000669.bin,700669,0,9,2,0.004022647,0.02159825,0.00598214
670,0000670.bin,1400670,0,6,1,0.02986447,0.1414757,0.04379675
671,0000671.bin,2100671,0,8,1,0.02609594,-0.4587585,0.008018479
672,0000672.bin,1400672,1,19,2,0.01590687,-0.1332921,0.004936871
673,0000673.bin,673,1,31,2,0.004226379000000001,0.3521944,0.002244907
674,0000674.bin,674,0,7,2,0.06578902,-0.01032743,0.1299309
675,0000675.bin,700675,1,5,2,0.01699794,0.9642866,0.08622769999999999
676,0000676.bin,3500676,0,17,2,0.03632374,-0.02356985,0.002724718
677,0000677.bin,700677,2,5,1,0.02454167,0.09836497,0.02072968
678,0000678.bin,700678,1,9,2,0.08995629,-0.05989803,0.004143106
679,0000679.bin,679,1,57,2,0.001371922,-1.410444,0.01133013
680,0000680.bin,680,0,33,2,0.002594694,0.4919375,0.02743072
681,0000681.bin,1400681,1,11,2,0.01595971,0.009634853,0.01689655
682,0000682.bin,682,0,15,1,0.03520774,-0.1669173,0.0122405
683,0000683.bin,683,0,7,2,0.009046893,0.004325875,0.1154742
684,0000684.bin,684,1,7,2,0.004430073,1.298191,0.03832637
685,0000685.bin,685,0,9,2,0.002346179,-0.009294198,0.01382504
686,0000686.bin,700686,0,4,1,0.02055523,0.6209657,0.06206834
687,0000687.bin,700687,0,4,1,0.07754191,0.004044351,0.02856011
688,0000688.bin,688,1,7,2,0.02005938,-0.004925985999999999,0.01329684
689,0000689.bin,2800689,1,7,2,0.1285877,-0.04876298,0.08873699
690,0000690.bin,690,1,4,1,0.02643856,-0.4655094,0.02401368
691,0000691.bin,700691,0,13,2,0.008416217,-0.03081952,0.0221826
692,0000692.bin,1400692,1,10,1,0.0130703,0.006391586,0.01798447
693,0000693.bin,693,0,7,2,0.158712,0.003322844,0.01042187
694,0000694.bin,694,1,17,2,0.01045322,0.7953193000000001,0.04707856
695,0000695.bin,700695,1,18,1,0.005880134,0.03233666,0.01171159
696,0000696.bin,2800696,1,3,1,0.02130225,-0.03450353,0.03696591
697,0000697.bin,697,2,3,1,0.04109738,0.01689588,0.02112568
698,0000698.bin,1400698,0,11,2,0.01456246,0.09412927,0.01869591
699,0000699.bin,699,0,13,2,0.009661794,0.003672897,0.0234639
700,0000700.bin,4900700,2,5,2,0.01280997,0.7421422,0.02293452
701,0000701.bin,5600701,1,8,1,0.03811306,-0.01878643,0.08042769999999999
702,0000702.bin,702,0,7,1,0.06922629,-0.3989952000000001,0.06769236
703,0000703.bin,4200703,1,9,2,0.01219771,-0.1918754,0.01524066
704,0000704.bin,704,0,47,2,0.005766751999999999,-0.0625316,0.02766288
705,0000705.bin,705,0,19,2,0.008247093,2.538636,0.01149022
706,0000706.bin,700706,0,5,2,0.1747,-0.7520943,0.02628976
707,0000707.bin,707,0,9,1,0.01764864,-0.1956566,0.01033332
708,0000708.bin,708,1,11,1,0.01191659,-0.1635013,0.03463017
709,0000709.bin,1400709,0,6,1,0.02334954,-1.502054,0.03245903
710,0000710.bin,710,0,9,2,0.01437489,-0.4991206,0.04329767
711,0000711.bin,1400711,1,11,1,0.01108803,0.005539853000000001,0.04377479
